GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
148398       1     854993     884961     69      12  97173      -1.4875      0.93156
26155        1     874583     899679     56       6  97173     -0.28578      0.61248
339451       1     890967     906099     53       8  97173      0.14668      0.44169
84069        1     896872     915488     61      13  97173     -0.28131      0.61076
84808        1     905579     922473     53       9  97173     -0.41641      0.66144
57801        1     929342     941608     45       6  97173       1.1508      0.12492
9636         1     943847     954920     36       5  97173       1.1871      0.11759
375790       1     950503     996499    146      14  97173     -0.22009       0.5871
401934       1    1002126    1014687     33       7  97173       0.2931      0.38472
54991        1    1012198    1056736    165      13  97173     -0.10498      0.54181
254173       1    1104286    1138315    171      18  97173       1.5344     0.062471
8784         1    1133888    1147163     44       7  97173       2.8236    0.0023742
7293         1    1141706    1154703     48       7  97173       2.8231    0.0023779
51150        1    1147288    1172447    136       8  97173       1.1489       0.1253
126792       1    1162629    1175421     57       8  97173       1.5375     0.062088
388581       1    1172826    1187102     55       5  97173      0.90886      0.18171
118424       1    1184292    1214234     91      13  97173       2.8562    0.0021436
6339         1    1210816    1232409     68      12  97173       2.8597    0.0021199
116983       1    1222764    1248304     59       8  97173       2.6161    0.0044471
126789       1    1238962    1252057     24       5  97173       2.4553    0.0070389
54973        1    1241965    1265067     37       5  97173        1.981     0.023795
80772        1    1255136    1269276     29       4  97173        1.917     0.027618
83756        1    1261726    1274844     31       4  97173       1.7613     0.039093
1855         1    1265658    1289509     57       6  97173       1.9196     0.027456
54587        1    1283071    1302183     67       7  97173        1.151      0.12487
54998        1    1304110    1315818     55       6  97173      0.42412      0.33574
81669        1    1316091    1339718     47       6  97173       1.3448     0.089343
55052        1    1332276    1347693     38       5  97173       1.9552     0.025278
441869       1    1348800    1361824     45       4  97173       1.2643      0.10307
643965       1    1356508    1368167     39       5  97173     -0.31367      0.62312
64856        1    1365903    1383262     25       3  97173     -0.58399      0.72039
219293       1    1373152    1410538     17       3  97173      0.12315      0.45099
83858        1    1402139    1449852     54       5  97173     -0.36743      0.64335
55210        1    1442523    1475067    111      10  97173     -0.57456       0.7172
339453       1    1465158    1480740     54       9  97173     -0.55651      0.71107
29101        1    1472053    1515262    105       7  97173     -0.40478      0.65718
643988       1    1528388    1540476      7       1  97173     -0.25925      0.60228
142678       1    1545795    1570990      1       1  97173      -0.7438       0.7715
8510         1    1562060    1575030      1       1  97173      -0.7438       0.7715
728661       1    1586486    1629243     30       2  97173      0.58005      0.28094
728642       1    1628822    1660999      7       1  97173      0.68592      0.24638
9906         1    1651277    1682438     48       2  97173       1.5984      0.05498
65220        1    1677671    1716508     66       5  97173        3.139   0.00084764
2782         1    1711725    1827552    126      11  97173       3.3095   0.00046729
163688       1    1841266    1853733     37       5  97173       3.0518    0.0011373
339456       1    1844029    1855740     44       5  97173       2.9242    0.0017268
85452        1    1848390    1940276    339      21  97173       1.6339     0.051139
2563         1    1945768    1967192     52       7  97173     -0.10025      0.53993
5590         1    1976909    2121834    536      34  97173     -0.14864      0.55908
100506504    1    2108250    2120812     33      10  97173       1.1857      0.11788
199990       1    2110899    2149159     94      21  97173      0.66982      0.25149
6497         1    2155134    2246652    342      62  97173       2.4689    0.0067764
79906        1    2246719    2328190    417      51  97173      0.87359      0.19117
11079        1    2318214    2341883     83      22  97173      -2.3442      0.99046
5192         1    2331241    2349010     77      26  97173      -1.3034      0.90378
9651         1    2402754    2441964    160      33  97173       1.6619     0.048268
55229        1    2434975    2463061    120      22  97173       2.0946     0.018102
388585       1    2455184    2466684     38      11  97173       1.7238     0.042373
8764         1    2482291    2500268     69      11  97173       3.0548     0.001126
127281       1    2512899    2527908     61       9  97173        6.384   8.6233e-11
79258        1    2517078    2569499    219      16  97173       6.4052   7.5074e-11
100287898    1    2567807    2711230    469      31  97173       4.0632     2.42e-05
140625       1    2933046    2944467     52      11  97173       0.1811      0.42814
63976        1    2980565    3360185   2001     202  97173     -0.59838      0.72521
27237        1    3366147    3402677    158      20  97173      -1.1701      0.87903
1953         1    3399506    3533059    664      85  97173       2.4186    0.0077906
127262       1    3536556    3551695     47      11  97173       1.5416     0.061591
49856        1    3542331    3571671     80      17  97173       1.2141      0.11235
7161         1    3564129    3657765    362      59  97173      0.70502       0.2404
148870       1    3663965    3693209    117      26  97173      0.13432      0.44658
388588       1    3684352    3697546     80      13  97173      0.95051      0.17093
57470        1    3691784    3718068    161      21  97173      0.89399      0.18566
9731         1    3723645    3778797    394      20  97173       1.3234     0.092843
1677         1    3768845    3806993    266      28  97173       1.5574     0.059689
339448       1    3800697    3821857    100      14  97173       0.1773      0.42964
55966        1    4710105    4848851    855     105  97173      0.02593      0.48966
261734       1    5917870    6057618    573      29  97173      0.29379      0.38446
8514         1    6047358    6166253    462      68  97173      0.54018      0.29454
26038        1    6156847    6245194    396      45  97173      0.10455      0.45837
6146         1    6240080    6264679     59      10  97173     -0.56094      0.71258
388591       1    6261189    6286359     75      12  97173     -0.21838      0.58643
23463        1    6276253    6301044     70      12  97173     -0.19622      0.57778
390992       1    6299252    6310638     27       7  97173       0.2104      0.41668
387509       1    6302406    6326035     81      10  97173     -0.56256      0.71313
11332        1    6319332    6458826    582      30  97173      0.84695      0.19851
54626        1    6470292    6489724     77      10  97173      0.55824      0.28834
83715        1    6479836    6526004    149      16  97173    -0.095841      0.53818
8718         1    6515787    6532432     54      11  97173      -1.0933      0.86287
57449        1    6521152    6585121    232      38  97173      -1.2477      0.89393
79707        1    6576407    6619658    201       9  97173     -0.10992      0.54376
80835        1    6609987    6644817    121      15  97173    -0.067231       0.5268
3104         1    6635051    6654340     43      18  97173       1.0207      0.15369
9903         1    6645784    6667958     63      21  97173       1.4145     0.078608
148479       1    6668756    6689093     62      15  97173       1.1634      0.12233
90326        1    6679925    6700646     60      14  97173       1.4637      0.07164
55735        1    6689228    6766966    219      27  97173       1.4012     0.080574
23261        1    6840384    7834766   3843     252  97173      0.91271       0.1807
9341         1    7826329    7846492     72      19  97173       2.2315     0.012824
8863         1    7839413    7910241    308      27  97173       2.0002     0.022739
10911        1    7902672    7918551     80      21  97173       1.6316     0.051381
3604         1    7970931    8008225     99      16  97173       1.1681      0.12137
11315        1    8016714    8050342    112      21  97173       1.5658     0.058702
54206        1    8066779    8091393     59      14  97173       2.3187     0.010206
50651        1    8373171    8409227    122      18  97173       1.6454     0.049942
473          1    8407464    8882699   1033      37  97173       3.2038   0.00067805
2023         1    8916059    8944151     70      14  97173       1.7568     0.039478
765          1    9000893    9040151    212      50  97173        1.327      0.09225
155184       1    9058359    9091404    137      36  97173       -1.929      0.97314
6518         1    9092005    9136763    227      29  97173     -0.15792      0.56274
80045        1    9158472    9194229    141      26  97173     -0.96175      0.83191
9563         1    9289822    9336396    205      32  97173       1.2304      0.10928
80176        1    9330202    9434591    611      82  97173      0.41692      0.33837
84275        1    9594528    9647831    133      20  97173      0.11011      0.45616
199953       1    9643932    9679935     78      15  97173      0.35616      0.36086
5293         1    9706789    9794172    275      44  97173       1.9539     0.025359
22883        1    9784079    9889550    307      21  97173       1.0303      0.15144
56998        1    9903334    9975316    143      24  97173     0.022066       0.4912
